OrganisationID¬OrganisationCode¬OrganisationType¬SubType¬OrganisationStatus¬IsPimsManaged¬OrganisationName¬Address1¬Address2¬Address3¬City¬County¬Postcode¬Latitude¬Longitude
17936¬NAA¬Trust¬Independent¬Visible¬False¬Sk Health Ltd¬Suite 5-6, The Printworks¬Hey Road¬Ribble Valley Enterprise Park¬Clitheroe¬Lancashire¬BB7 9WB¬53.83892822265625¬-2.3970663547515869
17948¬NAM¬Trust¬Independent¬Visible¬True¬Probus Surgery Limited¬Probus Surgical Centre¬Tregony Road¬Probus¬Truro¬Cornwall¬TR2 4JZ¬50.290130615234375¬-4.9485292434692383
17952¬NCL¬Trust¬Independent¬Visible¬True¬Express Diagnostics¬6 Research Way¬Tamar Science Park¬Derriford¬Plymouth¬Devon¬PL6 8BU¬50.417793273925781¬-4.1104812622070313
17954¬NCR¬Trust¬Independent¬Visible¬True¬Isight¬Drayton House¬2 Lulworth Road¬¬Southport¬¬PR8 2AT¬53.640155792236328¬-3.0176067352294922
17961¬NCW¬Trust¬Independent¬Visible¬False¬Sutton Medical Consulting Centre¬Ashfurlong Health Centre¬233 Tamworth Road¬¬Sutton Coldfield¬West Midlands¬B75 6DX¬52.577358245849609¬-1.8066736459732056
17963¬NDA¬Trust¬Independent¬Visible¬True¬Virgin Care Services Ltd¬Lynton House¬7-12 Tavistock Square¬¬London¬¬WC1H 9LT¬51.525382995605469¬-0.12822656333446503
18018¬NDJ¬Trust¬Independent¬Visible¬True¬First Community Health and Care¬2nd Floor, Forum House¬41-51 Brighton Road¬¬Redhill¬Surrey¬RH1 6YS¬51.235607147216797¬-0.17075249552726746
18036¬NJJ¬Trust¬Independent¬Visible¬True¬Psicon Limited¬15 New Dover Road¬¬¬Canterbury¬Kent¬CT1 3AS¬51.275150299072266¬1.0877578258514404
18038¬NL4¬Trust¬Independent¬Visible¬True¬Huddersfield Medical Services Ltd¬Oaklands Health Centre¬Huddersfield Road¬Holmfirth¬Huddersfield¬West Yorkshire¬HD9 3TP¬53.577110290527344¬-1.7842675447463989
18041¬NL8¬Trust¬Independent¬Visible¬True¬Locala Community Partnerships¬Beckside Court¬286 Bradford Road¬¬Batley¬West Yorkshire¬WF17 5PW¬53.710926055908203¬-1.6268072128295898
18100¬NLT¬Trust¬Independent¬Visible¬True¬North Somerset Community Partnership Community Interest Company¬Castlewood¬PO BOX 237¬Tickenham Road¬Clevedon¬Avon¬BS21 6FW¬51.438686370849609¬-2.8409707546234131
18120¬NLW¬Trust¬Independent¬Visible¬True¬Bristol Community Health¬South Plaza¬Marlborough Street¬¬Bristol¬Avon¬BS1 3NX¬51.459991455078125¬-2.5916731357574463
